"";"Var1";"Freq"
"1111";"Hauptsache";6
"1112";"Haupttor";6
"1113";"Heft";6
"1114";"hin";6
"1115";"Hitze";6
"1116";"Hörer";6
"1117";"Kabine";6
"1118";"Kanne";6
"1119";"Kasse";6
"1120";"Kirche";6
"1121";"Kiste";6
"1122";"Korrespondenz";6
"1123";"Korridore";6
"1124";"Krankenhaus";6
"1125";"Kreuz";6
"1126";"Kriechen";6
"1127";"Kunst";6
"1128";"kurz";6
"1129";"Landstraß";6
"1130";"Leichtigkeit";6
"1131";"letzt";6
"1132";"liebst";6
"1133";"Lösung";6
"1134";"Mädchenschürz";6
"1135";"Marsch";6
"1136";"Maschinenraum";6
"1137";"Meer";6
"1138";"Methode";6
"1139";"Neuigkeit";6
"1140";"Of";6
"1141";"Offizier";6
"1142";"Personal";6
"1143";"Plage";6
"1144";"Polizei";6
"1145";"Pollunder";6
"1146";"Rauferei";6
"1147";"Rauschen";6
"1148";"Rechtssachen";6
"1149";"Rennbahn";6
"1150";"Ruck";6
"1151";"Sängerin";6
"1152";"Scheibe";6
"1153";"Schenkel";6
"1154";"Schloßdienst";6
"1155";"Schreibmaschinistin";6
"1156";"schwarzer";6
"1157";"sehen";6
"1158";"Seitentür";6
"1159";"Sitz";6
"1160";"Sonne";6
"1161";"Sortinis";6
"1162";"Spalt";6
"1163";"Sprüng";6
"1164";"Station";6
"1165";"Strecke";6
"1166";"Tafel";6
"1167";"Tat";6
"1168";"Taufname";6
"1169";"Teufel";6
"1170";"Trauer";6
"1171";"traum";6
"1172";"Treppenhaus";6
"1173";"Treue";6
"1174";"Turm";6
"1175";"Überlegenheit";6
"1176";"Umschlag";6
"1177";"Umweg";6
"1178";"Unhöflichkeit";6
"1179";"Unmöglichkeit";6
